seconds_elapsed,gyroscope_z,gyroscope_y,gyroscope_x,gravity_z,gravity_y,gravity_x,magnetometerUncalibrated_z,magnetometerUncalibrated_y,magnetometerUncalibrated_x,magnetometer_z,magnetometer_y,magnetometer_x,gyroscopeUncalibrated_z,gyroscopeUncalibrated_y,gyroscopeUncalibrated_x,watchBarometer_relativeAltitude,watchBarometer_pressure,orientation_yaw,orientation_qx,orientation_qz,orientation_roll,orientation_qw,orientation_qy,orientation_pitch,accelerometerUncalibrated_z,accelerometerUncalibrated_y,accelerometerUncalibrated_x,barometer_relativeAltitude,barometer_pressure,accelerometer_z,accelerometer_y,accelerometer_x,heartRate_bpm,wristMotion_rotationRateX,wristMotion_rotationRateY,wristMotion_rotationRateZ,wristMotion_gravityX,wristMotion_gravityY,wristMotion_gravityZ,wristMotion_accelerationX,wristMotion_accelerationY,wristMotion_accelerationZ,wristMotion_quaternionW,wristMotion_quaternionX,wristMotion_quaternionY,wristMotion_quaternionZ
42.000000,0.135134,-1.144883,0.946562,8.603510,2.021311,-0.849249,-862.319551,-261.983555,-41.466242,20.047841,36.170231,-10.434416,0.132553,-1.146399,0.947641,,,0.874762,-0.429041,-0.117083,-0.240616,0.008535,0.868271,-0.217159,-0.658063,-0.366054,-0.393693,9.092220,1008.264465,-15.083475,-5.612106,-3.031530,102.000000,0.620293,0.697786,-1.182018,0.453812,-0.784577,-0.050157,-1.153720,0.985263,0.002833,0.215314,0.496350,-0.448825,-0.677455
43.000000,-0.318093,-0.976638,1.585817,-1.415696,7.679996,3.440600,-881.127219,-234.446684,-14.384368,18.037646,73.039924,-31.221613,-0.319778,-0.977908,1.589643,8.120001,100.850571,-0.379349,-0.303411,-0.431733,1.262468,0.600732,0.541821,-0.917597,-1.673951,0.137783,-0.672656,11.618279,1007.962189,-14.916928,-6.331294,-10.019167,,0.879016,1.269144,-0.800468,0.371083,0.077216,0.798208,-1.456545,0.619379,0.005877,-0.121990,0.888823,-0.316784,-0.182859
44.000000,-0.565873,-1.067385,2.043072,-4.215606,-5.505514,-3.050998,-901.088886,-258.976343,-28.731716,-4.344003,6.949479,-50.732433,-0.569031,-1.064333,2.045871,,,-0.943126,0.103919,-0.589602,-0.974421,0.584012,-0.427219,0.682665,-2.741408,-1.138402,-0.915191,15.830135,1007.458420,-22.687981,-5.616868,-5.931864,,1.266928,1.827393,-0.998103,-0.644242,0.268439,-0.305195,-1.465415,1.446875,0.224939,-0.326193,0.516882,0.015616,0.709743
45.000000,-0.516531,-0.937853,1.003470,7.302878,-4.592260,2.375160,-863.050265,-271.289822,-34.790496,24.795038,-8.078214,-29.961947,-0.518969,-0.933525,1.003863,,,0.705527,0.320829,-0.288027,1.250522,-0.032654,-0.876086,0.519060,-0.537145,-0.444650,-0.331446,15.830135,1007.458420,-12.596887,0.194654,-5.623989,,0.350629,1.187797,-0.995618,0.434169,-0.494942,-0.611787,-0.952405,0.756782,0.269281,-0.119397,-0.291547,0.258903,0.884289
46.000000,-0.234142,-1.354291,0.462285,0.662868,1.910951,8.682173,-850.491873,-247.878924,-9.333076,34.229700,17.628867,-0.282122,-0.238815,-1.353377,0.464571,16.050001,100.746346,0.696094,0.317270,-0.157575,1.640743,-0.645149,-0.642131,-0.196883,-1.708365,0.010342,-0.693096,13.341072,1007.756119,-17.356119,-1.792214,-15.458964,,-0.225745,0.702484,-1.269551,0.828508,0.345023,0.144464,-2.106324,0.464002,0.498176,0.172463,-0.734781,-0.092778,0.612475
47.000000,0.133547,-1.151305,0.594334,-8.730846,-0.493688,2.570223,-863.004870,-272.868637,-10.352747,0.969492,-10.653327,4.217130,0.133250,-1.151960,0.596053,,,0.467103,0.005671,-0.215040,0.284165,-0.947602,-0.142132,0.051182,-3.410408,-0.808510,-0.753281,10.487366,1008.097534,-24.726078,-7.441875,-9.976019,,0.250978,0.636054,-1.164830,-0.243630,0.805179,0.366129,-2.466325,1.295074,0.582173,0.504772,-0.653351,-0.491896,0.185459
48.000000,-0.360870,-0.710579,0.558201,-5.706163,-6.653304,-3.675123,-848.268671,-284.520749,-24.546402,0.449717,-6.316779,-11.102905,-0.364738,-0.706512,0.561067,12.300000,100.711861,0.508771,-0.406520,-0.104078,-0.612129,-0.878488,0.176632,0.764626,-2.395080,-0.271901,-0.622957,10.165005,1008.136063,-17.891832,3.963478,-2.476639,,-0.067104,0.859456,-0.498279,-0.832130,0.381013,-0.316317,-1.035957,0.938607,1.096507,0.768838,-0.374356,-0.439092,-0.233115
49.000000,-0.408871,-0.555258,-0.038126,-1.839897,-9.188861,-2.735887,-842.312550,-293.808185,-16.539260,8.694885,-23.935511,-9.036480,-0.411795,-0.554760,-0.039119,,,0.217103,-0.549216,0.180603,-0.958042,-0.742837,0.322243,1.224529,-1.098401,-0.227584,-0.307835,9.171490,1008.254776,-8.973484,6.976886,-0.293011,,-0.385744,0.431238,-0.337240,-0.615670,0.223294,-0.748652,-0.314594,0.412523,0.969382,0.774402,-0.277681,-0.208253,-0.518619
50.000000,-0.486242,-0.630969,-0.173726,-2.551273,-9.402167,0.439196,-869.784368,-289.350902,-11.107790,-20.498737,-37.172863,15.082766,-0.488466,-0.626631,-0.170896,,,-1.481269,-0.479238,0.514756,0.098529,-0.594076,0.372684,1.290418,-0.978734,-0.287336,-0.273458,9.171490,1008.254776,-7.039663,6.579778,-3.115200,,-0.629304,0.424619,-0.381578,-0.421121,0.467747,-0.769987,-0.455985,0.112069,0.925279,0.599803,-0.325575,0.049255,-0.719758
51.000000,-0.552763,-0.544182,-0.046938,-4.606302,-8.125210,2.824938,-876.525704,-278.217167,-23.912129,-30.261949,-20.823515,16.130645,-0.555455,-0.551797,-0.046926,9.420000,100.763962,-2.630531,-0.347541,0.782982,0.544485,-0.331658,0.378265,0.983611,-1.045003,-0.183150,-0.324877,,,-5.651299,6.323768,-6.011666,128.000000,-0.491650,0.519262,-0.269083,-0.332420,0.711374,-0.612682,-0.562784,-0.134863,0.867076,0.322541,-0.309771,0.302820,-0.833723
52.000000,-0.448594,-0.443862,0.075070,-6.212037,-6.342691,4.122035,-872.932824,-279.234823,-33.153265,-29.112085,-19.271746,0.718622,-0.450916,-0.443028,0.076742,,,2.001639,-0.240302,0.899708,0.587234,-0.014483,0.352237,0.704640,-1.207959,-0.141326,-0.366707,9.327389,1008.236160,-5.631009,4.968031,-7.715812,128.000000,-0.331461,0.475811,-0.240277,-0.244518,0.871000,-0.421616,-0.753464,-0.192111,0.789381,0.057487,-0.176847,0.504998,-0.837670
53.000000,-0.300797,-0.548669,0.225997,-7.111454,-6.012473,2.992599,-865.807265,-280.486167,-46.001317,-4.621846,30.887285,-31.495301,-0.303266,-0.552368,0.225120,,,2.483926,-0.073227,0.894657,0.396247,0.238842,0.357262,0.660409,-1.728680,-0.296543,-0.476763,9.327389,1008.236160,-9.852035,3.100350,-7.670539,,-0.138647,0.582471,-0.361187,-0.346424,0.867587,-0.350689,-1.058992,0.110665,0.840511,-0.209189,-0.069382,0.564573,-0.789308
54.000000,-0.274439,-0.814867,0.148623,-6.743070,-7.023922,0.041431,-847.544897,-293.608748,-55.160262,-6.069824,-31.758305,-70.564375,-0.277225,-0.816551,0.150899,10.000000,100.767342,2.047428,0.200261,0.780578,-0.001417,0.477066,0.326649,0.799489,-2.323094,-0.300952,-0.664228,7.475121,1008.457947,-16.049968,4.068786,-6.551296,,-0.314453,0.478968,-0.631453,-0.584537,0.674890,-0.434210,-1.300784,0.676091,1.170756,-0.554521,0.002332,0.531077,-0.626985
55.000000,-0.370678,-0.677202,-0.177687,-5.688650,-7.508738,-2.705079,-839.813711,-289.046583,-49.459342,-13.924807,-149.234582,-75.527383,-0.371895,-0.676676,-0.175641,,,1.576930,0.428549,0.558495,-0.443928,0.685024,0.149725,0.872106,-1.731089,0.022355,-0.587278,6.000706,1008.634338,-11.287138,7.719949,-3.064766,,-0.487318,0.318086,-0.430616,-0.701017,0.467584,-0.536481,-0.700065,0.384671,1.289205,-0.808806,0.098550,0.468119,-0.323069
56.000000,-0.388053,-0.500205,-0.134904,-5.457038,-7.671523,-2.742835,-849.808800,-295.877962,-35.534511,-175.088321,-341.295775,-129.027065,-0.391349,-0.501131,-0.130490,6.250000,100.779366,0.883694,0.469077,0.283073,-0.465710,0.831245,-0.007541,0.898410,-1.310000,-0.087405,-0.420611,6.000706,1008.634338,-7.389394,6.835363,-1.387970,,-0.503144,0.382853,-0.328186,-0.693375,0.497519,-0.519849,-0.413939,0.216477,1.022126,-0.867118,0.269941,0.404936,-0.031024
57.000000,-0.420858,-0.636756,-0.105301,-4.794742,-8.235417,-2.298080,-832.971305,-296.518449,-20.287488,-112.687523,-195.060938,-63.137259,-0.423323,-0.637984,-0.102194,,,0.230595,0.483255,-0.006126,-0.446666,0.857153,-0.139608,0.997471,-1.259544,-0.235003,-0.350336,7.313942,1008.477173,-7.564447,5.928508,-1.128792,,-0.519297,0.392263,-0.395346,-0.660254,0.510557,-0.550090,-0.314626,0.238857,0.833924,-0.839806,0.380592,0.276595,0.245600
58.000000,-0.540857,-0.783546,-0.382300,-5.135901,-8.087637,-2.010934,-866.975791,-283.698661,-15.842727,-98.348957,-133.797418,-15.259169,-0.543653,-0.784246,-0.379104,,,-0.786198,0.359304,-0.411460,-0.376935,0.758958,-0.321960,0.971670,-1.215572,-0.167057,-0.394305,10.450375,1008.101959,-6.791164,6.451759,-1.858332,,-0.806156,0.443307,-0.472932,-0.689594,0.540826,-0.477752,-0.385015,0.084734,0.803021,-0.613253,0.500291,0.065883,0.589097
59.000000,-0.598380,-0.489208,-0.637615,-7.517134,-5.863384,-1.854242,-873.888275,-270.559616,-41.850936,-70.312749,-69.259516,-34.763368,-0.601485,-0.491875,-0.636321,7.140000,100.817245,-1.831400,0.107420,-0.764339,-0.243821,0.534364,-0.312392,0.647982,-1.007814,0.029865,-0.380738,13.335789,1007.756805,-2.385961,6.123510,-1.874707,124.000000,-0.993795,0.210852,-0.182898,-0.769928,0.596957,-0.188979,-0.108032,-0.177142,0.594821,-0.245739,0.591810,-0.214986,0.722147
60.000000,-0.295148,-0.158572,-0.363214,-9.280426,-1.826693,-2.433392,-867.415310,-268.561676,-44.041418,-40.314490,-52.047362,-27.544572,-0.294629,-0.157154,-0.357439,,,-2.558656,-0.092511,-0.946695,-0.255954,0.271890,-0.123930,0.188165,-0.954483,0.137066,-0.383180,15.214478,1007.531967,-0.062045,3.195383,-1.334257,,-0.455805,0.022539,-0.018057,-0.823698,0.527795,0.191518,0.006175,-0.150526,0.391947,0.063813,0.601522,-0.481751,0.629722
61.000000,-0.004158,0.006480,0.012357,-9.372945,-1.113981,-2.660090,-866.941050,-269.140933,-56.929731,-29.128570,-62.547305,-24.372653,-0.007097,0.006133,0.014541,14.240000,100.760719,-2.667632,-0.120529,-0.963054,-0.276534,0.224529,-0.087077,0.113841,-0.955495,-0.125093,-0.281611,16.237053,1007.409592,-0.005657,-0.117857,-0.109055,,0.002579,-0.015470,-0.001589,-0.832820,0.493613,0.250064,0.061596,0.056390,0.022076,0.101511,0.603868,-0.510240,0.603835
62.000000,0.065716,-0.008298,-0.030630,-9.370927,-1.085367,-2.676433,-864.597183,-284.763485,-43.182625,-23.573849,-13.192952,-31.463331,0.062792,-0.009604,-0.029000,,,-2.660231,-0.121393,-0.962106,-0.278201,0.228233,-0.086322,0.110911,-0.957380,-0.160974,-0.277502,16.237053,1007.409592,-0.013666,-0.482662,-0.041926,,0.004917,-0.063398,-0.038359,-0.831229,0.489578,0.262606,0.038311,0.097941,-0.023515,0.100862,0.608142,-0.511267,0.598713
63.000000,0.837385,-0.106341,0.032800,-9.191762,0.693096,-3.269856,-868.187709,-270.919746,-34.496479,-83.599501,69.361070,-20.928953,0.834985,-0.109456,0.033942,,,-2.253133,-0.170365,-0.878859,-0.341827,0.424890,-0.043836,-0.070885,-0.994184,-0.563736,-0.233901,16.025669,1007.434921,-0.571298,-6.212740,0.971542,,0.450792,-0.585919,-0.435310,-0.791162,0.375344,0.473499,-0.107672,0.338411,-0.548881,0.020891,0.758457,-0.386911,0.508098
64.000000,1.061824,-0.246054,-0.182663,-8.773310,3.561678,-2.202379,-875.437140,-255.868879,-13.668130,-78.706527,44.601173,9.327085,1.058898,-0.246167,-0.180236,16.550001,100.701614,-1.298464,-0.225108,-0.565324,-0.243779,0.777122,0.010791,-0.374874,-0.992775,-0.575388,-0.209192,14.374218,1007.632523,-0.955458,-9.212585,0.154146,,0.344422,-0.792550,-0.635337,-0.527334,0.340997,0.763658,-0.282779,0.437579,-0.847941,-0.156146,0.929514,-0.046696,0.291298
65.000000,1.022783,-0.805636,-0.226783,-6.730309,7.052625,-0.372684,-877.908076,-257.485665,-9.451789,-110.055806,111.951243,46.318433,1.020526,-0.807214,-0.225474,,,-0.009461,-0.390727,0.000382,-0.048633,0.900121,-0.028754,-0.806432,-1.408138,-0.463656,-0.376205,11.398968,1007.988510,-7.073606,-11.599625,-3.317951,,0.134479,-0.624222,-1.162220,-0.114965,0.250273,0.956092,-0.982255,0.617714,-0.664411,-0.129167,0.852953,0.467616,-0.005377
66.000000,0.481533,-0.743579,0.263096,-6.912229,6.886704,0.140754,-882.784269,-263.414909,-24.422054,-106.502637,110.055644,2.713220,0.480035,-0.739205,0.264288,,,1.153328,-0.323081,0.496058,0.026063,0.771497,-0.192287,-0.781839,-1.846963,-0.259795,-0.543456,,,-11.191937,-9.433838,-5.462795,,0.226875,0.041848,-0.879179,-0.133131,0.366989,0.912526,-1.330988,0.679603,-0.285715,-0.153653,0.487500,0.838958,-0.134081
67.000000,0.199723,-0.942424,0.447616,-7.275192,4.213871,-4.583404,-867.771776,-275.126096,-54.720268,-45.573792,74.560720,-60.806761,0.197161,-0.952546,0.448865,14.030001,100.709465,1.667008,0.055785,0.723697,-0.552611,0.584188,-0.327801,-0.445990,-2.595602,-0.159636,-0.826375,9.034092,1008.271408,-18.193451,-5.780776,-3.523426,,0.225548,0.439443,-0.921608,-0.658041,0.187417,0.690583,-1.347736,1.215196,0.331307,-0.373943,0.059012,0.907894,-0.089324
68.000000,0.327888,-0.189794,0.310735,-4.875732,3.238235,-7.852671,-856.658760,-266.986257,-62.122267,-18.834331,57.452116,-49.852233,0.324346,-0.191869,0.312026,,,2.078256,0.338556,0.781436,-1.014890,0.365713,-0.368825,-0.336750,-1.053647,-0.182673,-0.385899,7.934887,1008.402786,-5.531143,-5.027842,4.048371,,0.446106,-0.071037,-0.359945,-0.846692,-0.166108,0.501459,-0.100009,0.772341,-0.223187,-0.491202,-0.305895,0.807178,-0.082781
69.000000,0.725169,-0.120591,0.320782,-5.847474,5.301785,-5.701613,-862.809988,-268.625300,-61.697937,-24.127707,24.053792,2.559608,0.722387,-0.122437,0.321295,8.270000,100.767975,2.232319,0.300579,0.882992,-0.767330,0.073626,-0.333394,-0.573149,-0.876041,-0.333073,-0.287575,7.295444,1008.479309,-2.727784,-8.556189,2.879762,,0.612057,-0.262860,-0.397481,-0.671571,-0.071480,0.725934,-0.118736,0.614433,-0.635528,-0.318889,-0.532837,0.755723,-0.170227
70.000000,0.911196,-0.534252,0.155930,-6.307298,7.036747,-2.436494,-872.258458,-240.447342,-34.512954,-28.884739,54.115447,-11.911866,0.908341,-0.537062,0.157062,,,-2.399632,0.297060,0.805600,-0.362263,-0.385852,-0.299674,-0.801650,-1.226244,-0.396594,-0.352816,7.028568,1008.511429,-5.721978,-10.943812,-1.018184,,0.415271,-0.425502,-0.871378,-0.360019,0.059763,0.924778,-0.638529,0.712107,-0.775707,-0.073962,-0.831009,0.503790,-0.166293
71.000000,0.668862,-0.721781,0.351720,-6.689952,7.069493,-0.943678,-866.200536,-244.709689,-1.844535,-11.828142,43.764773,16.415034,0.665498,-0.723767,0.352923,,,-1.185239,0.354696,0.482055,-0.140553,-0.768634,-0.167721,-0.807974,-1.656800,-0.417357,-0.483301,7.028568,1008.511429,-9.544078,-11.143413,-3.800490,,0.448851,-0.111524,-0.956581,-0.199615,0.167296,0.961912,-1.170205,0.795404,-0.542860,0.081018,-0.979228,0.041095,-0.098143
72.000000,0.242363,-1.017758,0.101060,-7.561236,4.564490,-3.571896,-879.105681,-255.871851,-8.826201,-14.486842,21.829594,5.583278,0.235501,-1.021992,0.094507,6.860001,100.802467,-0.485359,0.271621,0.175399,-0.442469,-0.921386,0.148653,-0.484998,-2.372312,-0.013375,-0.753622,7.269020,1008.482590,-15.714109,-4.817745,-3.771952,,-0.121812,0.159172,-1.030243,-0.513829,0.193813,0.799849,-1.240117,1.064390,0.096020,0.215833,-0.857650,-0.381954,-0.213229
73.000000,0.066919,-1.738214,-0.707389,3.517453,4.436715,-6.295151,-836.417936,-260.204921,-52.190083,0.030271,38.055341,-43.346290,0.065635,-1.744695,-0.706117,,,-0.832631,0.452156,0.003316,-2.055016,-0.518365,0.674485,-0.472000,-1.501961,0.717909,-0.977264,7.269020,1008.482590,-18.365225,2.611292,-3.300739,,-0.986887,-0.039080,-1.546057,-0.127453,-0.780040,0.378450,-1.058727,0.915739,0.887313,-0.212893,-0.454188,-0.670295,-0.481865
74.000000,0.295845,-1.785232,-0.690909,5.044344,-2.222301,6.244980,-806.249868,-277.512026,-14.046321,28.422929,3.483851,3.896598,0.293339,-1.788892,-0.695245,7.830000,100.798416,-1.053955,0.499715,-0.122282,2.100236,0.408129,0.701234,0.232775,-1.080702,-0.302810,-0.196633,5.316345,1008.716278,-15.761513,-0.767000,-8.199365,,-1.141957,-0.291381,-1.719310,0.704511,0.106024,-0.424953,-1.389781,0.305814,0.700947,-0.741035,0.271371,-0.382378,-0.379318
75.000000,0.263195,-1.454569,0.021548,-6.588183,-5.385788,3.093228,-839.729751,-263.305107,21.944982,0.218572,27.970377,27.356499,0.260539,-1.450120,0.023544,,,-0.666820,0.335671,-0.245465,0.424785,0.879216,0.094552,0.582458,-2.725544,-0.944773,-0.326707,5.316345,1008.716278,-20.174269,-3.893787,-6.297342,,-0.300158,0.290598,-1.373085,-0.323244,0.844564,-0.181153,-1.709337,0.966146,0.669121,-0.728602,0.624288,0.087518,0.163504
76.000000,-0.483581,-0.685204,0.084325,-4.908410,-7.711134,-3.357420,-857.500367,-275.902770,-2.634964,-23.307830,-12.650804,-19.481360,-0.489645,-0.679413,0.087579,,,-0.693579,0.301320,-0.410027,-0.603965,0.755646,-0.394652,0.911141,-1.527492,-0.124940,-0.492595,5.036259,1008.749695,-10.110053,6.469347,-1.476840,,-0.399189,0.710675,-0.375802,-0.792896,0.365884,-0.465086,-0.501903,0.446411,1.023888,-0.556458,0.488395,0.148559,0.643710
77.000000,-0.966433,-0.639549,-0.096376,-4.728913,-8.424944,0.603560,-848.148200,-286.999273,-13.674898,-11.288093,-17.101595,-33.661552,-0.971078,-0.638727,-0.093080,4.830000,100.823296,-2.183839,0.277809,-0.741212,0.098067,0.404452,-0.425811,1.036872,-1.153570,0.213508,-0.531069,5.036259,1008.749695,-6.589852,10.517164,-5.809145,,-0.748090,0.729795,-0.188208,-0.475027,0.621714,-0.602970,-0.486198,-0.165787,1.294438,-0.326339,0.361978,-0.222038,0.827052
78.000000,-0.724173,-0.658491,-0.008232,-6.608373,-6.118046,3.719361,-844.962632,-283.567977,-26.350652,-5.687998,2.551638,-21.900890,-0.726254,-0.657139,-0.005921,,,2.275798,0.171915,-0.898204,0.515065,-0.108405,-0.361392,0.678445,-1.408991,0.173635,-0.533305,3.540707,1008.928757,-7.200531,7.821288,-8.949478,,-0.667492,0.815919,-0.297192,-0.273015,0.890293,-0.344409,-0.860361,-0.247416,1.122924,0.047911,0.124086,-0.550415,0.810595
79.000000,-0.311717,-0.709809,0.155417,-8.199836,-5.076804,1.145769,-841.831833,-286.902520,-44.701287,8.963478,16.102667,-32.172599,-0.316003,-0.709162,0.157381,4.390000,100.821678,2.217647,-0.059756,-0.862609,0.135330,-0.410787,-0.264046,0.544567,-1.912538,-0.172417,-0.516876,3.540707,1008.928757,-10.557199,3.394479,-6.215167,,-0.325230,0.482098,-0.503793,-0.549662,0.808982,-0.145188,-0.962306,0.215310,0.918888,0.388278,0.033673,-0.652616,0.637789
80.000000,-0.409449,-0.595860,0.038613,-7.126480,-6.384264,-2.030827,-823.774134,-303.154586,-37.359863,20.003520,-9.851276,-34.706509,-0.412121,-0.592046,0.041757,,,1.764567,-0.317742,-0.682904,-0.280344,-0.624402,-0.179106,0.709676,-1.650243,-0.044957,-0.512728,3.540707,1008.928757,-9.083196,5.931508,-2.999744,,-0.285906,0.515302,-0.342029,-0.761797,0.563523,-0.310609,-0.577205,0.274337,1.007976,0.690256,-0.054035,-0.582984,0.413227
81.000000,-0.590543,-0.407574,-0.176188,-6.460364,-6.986305,-2.324050,-823.926227,-298.855709,-33.230332,8.467706,-33.017416,-18.172095,-0.594553,-0.404248,-0.172450,,,1.144344,-0.405575,-0.433176,-0.344931,-0.794409,-0.073519,0.792972,-1.141649,0.101516,-0.438925,,,-4.745462,7.977428,-1.975168,,-0.730887,0.387776,-0.180445,-0.758046,0.505486,-0.405612,-0.191052,-0.044156,0.990875,0.819266,-0.212467,-0.493633,0.151494
82.000000,-0.852782,-0.647513,-0.048322,-6.937399,-6.917051,-0.058476,-819.587329,-282.873640,-15.125982,7.193700,-68.600826,6.010417,-0.856067,-0.644478,-0.046244,3.710000,100.842270,0.020088,-0.379762,-0.007096,-0.008915,-0.911534,-0.000625,0.782952,-1.409892,0.254006,-0.560370,3.606766,1008.920975,-6.888822,9.412570,-5.435472,,-0.740503,0.754669,-0.190827,-0.616041,0.711794,-0.333476,-0.532750,-0.215986,1.181463,0.794340,-0.491992,-0.284411,-0.148425
83.000000,-0.730467,-0.957892,-0.135132,-7.295863,-6.476452,-0.678451,-842.842822,-281.615444,-4.560626,-14.628653,-56.740581,1.432001,-0.733230,-0.958112,-0.134042,,,-1.094714,-0.270952,0.493334,-0.091690,-0.779166,0.213698,0.721466,-1.736954,0.198917,-0.617498,3.760021,1008.902664,-9.730808,8.426863,-5.372707,,-0.807021,0.643461,-0.528741,-0.698489,0.666827,-0.246502,-0.683449,-0.010741,1.165214,0.539358,-0.609255,-0.004110,-0.554780
84.000000,-0.768083,-0.453397,-0.783898,-8.389357,-4.087021,-2.528678,-842.554546,-277.969715,-34.106927,-9.222061,-11.567284,-19.436352,-0.770171,-0.443571,-0.784937,,,-2.159101,0.012343,0.854741,-0.293810,-0.417623,0.245653,0.436264,-1.025714,0.530413,-0.632138,5.104961,1008.741608,-1.687741,9.294650,-3.675078,,-1.136613,0.122240,-0.041115,-0.835677,0.525352,0.014851,-0.126689,-0.522521,0.956010,0.078515,-0.624344,0.319400,-0.685086
85.000000,0.036754,0.107540,0.014494,-9.525518,-1.593547,-1.666293,-829.783348,-289.216272,-41.614329,-4.541306,4.892527,-65.400702,0.035073,0.108061,0.016488,3.740001,100.847084,-2.631884,0.062880,0.962414,-0.173123,-0.243556,0.100153,0.163233,-0.950820,-0.133468,-0.181189,6.027130,1008.630981,0.206521,0.289496,-0.102530,,0.014631,-0.026297,0.014235,-0.803790,0.508596,0.307805,0.020066,-0.013557,0.063242,-0.066571,-0.629976,0.506874,-0.584382
86.000000,0.047309,0.010029,-0.015412,-9.551845,-1.623167,-1.515342,-831.547588,-284.462113,-33.229405,1.186176,8.385617,-126.110001,0.044013,0.009229,-0.013814,,,-2.610801,0.053865,0.960381,-0.157333,-0.254276,0.100430,0.166283,-0.978014,-0.205119,-0.158472,6.061481,1008.626862,-0.046323,-0.388730,-0.046668,114.000000,-0.017563,-0.054789,-0.029519,-0.816163,0.489830,0.305997,0.019888,0.056324,-0.024664,-0.074302,-0.634903,0.499832,-0.584308
87.000000,1.141504,-0.205455,-0.179574,-9.416966,0.576202,-2.298328,-842.446394,-279.834782,-12.279753,-8.020113,54.106689,-1.343898,1.137719,-0.203901,-0.177088,6.130000,100.824409,-2.073924,0.123126,0.837953,-0.239641,-0.500048,0.043480,-0.059340,-1.066312,-0.998936,0.046085,6.061481,1008.626862,-1.039936,-10.361887,2.749856,,0.547038,-0.750185,-0.694352,-0.757853,0.324052,0.546811,-0.223384,0.662224,-0.830640,0.004642,-0.808213,0.311653,-0.468701
88.000000,1.261456,-0.425833,0.042264,-8.695231,4.221734,-1.452890,-866.238938,-249.299490,23.809316,-32.496970,35.174161,12.962515,1.259941,-0.438495,0.042477,,,-0.787671,0.236954,0.350268,-0.164067,-0.885967,-0.008394,-0.445818,-1.339225,-1.038741,0.050125,5.303135,1008.717804,-4.419439,-14.413181,1.937353,,0.598164,-0.631174,-1.011590,-0.452878,0.268992,0.843231,-0.696665,0.898049,-0.978284,0.178765,-0.920992,-0.213433,-0.195522
89.000000,0.513369,-0.502543,0.407462,-9.039803,2.784402,-2.280821,-866.465568,-250.042664,24.280589,-28.596571,49.500285,-8.780872,0.508083,-0.515108,0.407499,,,0.252859,0.122865,-0.138763,-0.244781,-0.966609,0.133035,-0.289207,-1.674556,-0.550069,-0.212258,4.415314,1008.824081,-7.353357,-8.181288,0.199758,,0.473375,0.194025,-0.667775,-0.598219,0.356886,0.700464,-0.747437,0.700880,-0.220431,0.366757,-0.677309,-0.616219,-0.105104
90.000000,0.608570,-0.042641,0.043618,-8.692267,2.607847,-3.636884,-880.587787,-256.485131,4.804371,-39.442358,72.472143,79.561440,0.607603,-0.041606,0.046139,5.620000,100.819405,0.774064,0.049142,-0.388526,-0.395496,-0.885416,0.232471,-0.269746,-0.962606,-0.515495,-0.141911,3.149643,1008.975601,-0.764763,-7.666155,2.246034,,0.331590,-0.379855,-0.351763,-0.709359,0.257246,0.650359,-0.047416,0.450364,-0.616164,0.407168,-0.449864,-0.785972,-0.074006
91.000000,0.578633,-0.268179,0.140659,-8.811864,3.742608,-2.087744,-883.958670,-262.030078,-14.337868,-51.913824,-7.759571,2.643038,0.572609,-0.266273,0.143386,,,1.463173,0.067547,-0.664495,-0.232361,-0.706768,0.212568,-0.391644,-1.259370,-0.434449,-0.194597,1.984383,1009.115067,-3.522770,-8.002500,0.177337,112.000000,0.352333,-0.213226,-0.518236,-0.596425,0.312752,0.734960,-0.364288,0.544449,-0.393067,0.350100,-0.216084,-0.901907,0.088204
92.000000,0.495988,-0.227336,0.298341,-8.563929,3.290346,-3.450102,-871.295004,-263.007254,-17.147658,-22.010718,12.145500,-9.621700,0.495594,-0.232453,0.299230,2.900001,100.837486,2.039427,-0.071289,-0.838114,-0.383037,-0.476978,0.239172,-0.342267,-1.319703,-0.447855,-0.260528,1.569538,1009.164734,-4.374526,-7.685058,0.892631,113.000000,0.447918,-0.082876,-0.462372,-0.679760,0.184614,0.708006,-0.388536,0.666536,-0.370098,0.353724,0.097322,-0.915199,0.137775
93.000000,0.311248,-0.278741,0.458525,-8.720388,0.977752,-4.232957,-870.257245,-253.278498,-22.762614,-14.827958,29.122267,-48.496535,0.308523,-0.284470,0.459264,,,2.619186,-0.200079,-0.939456,-0.451236,-0.241539,0.101613,-0.100307,-1.466776,-0.470129,-0.254698,1.355511,1009.190521,-5.665600,-5.579416,1.743882,,0.426996,0.162286,-0.467742,-0.796375,0.209926,0.556671,-0.315383,0.759320,-0.200211,0.365261,0.348508,-0.806173,0.292128
94.000000,0.387494,0.275802,0.068759,-8.618223,0.189094,-4.553514,-886.611066,-254.778392,-24.033256,2.844291,19.068703,39.497119,0.385081,0.273291,0.069917,,,1.890452,-0.239666,-0.965870,-0.485886,-0.056077,0.026628,-0.019303,-0.547544,-0.445591,-0.125998,1.337013,1009.192657,3.243402,-4.559913,3.309839,,0.431353,-0.320815,0.144602,-0.811694,0.288115,0.487637,0.237840,0.149153,-0.630261,0.289343,0.495921,-0.705247,0.405891
