seconds_elapsed,x,y,z,roll,pitch,yaw
0.026557373046875,3.169609544436236,13.611533072841048,754.6774574869446,0.005986147580537125,9.532233067102881e-05,7.040047043027392
0.036611328125,3.134982260287858,13.490088252287816,754.6002469169242,1.6979096483347683e-05,0.012149713724376003,7.065924769920999
0.04666650390625,3.0669523665508835,13.252906865175238,748.7188234499523,0.050191163112890264,0.010244956228418015,7.113333718941172
0.05672021484375,2.9665694561276834,12.910827866494259,747.4819333798118,0.05179571123365342,-0.01082803454111494,7.183057476825637
0.066775146484375,2.8349105646108486,12.472923051191392,753.2618558135415,0.06417271507708316,-0.004741728175647039,7.268116943039556
0.076829345703125,2.6764023507852475,11.959839324128751,750.518464951643,0.05885486294945096,0.04319750503062705,7.362652370797001
0.086884521484375,2.4874823306852765,11.390218320078615,756.4064195560557,-0.0029085743576441,0.001132108020473033,7.4603014714443745
0.096938232421875,2.2713177207409787,10.784392795655222,752.4174602633076,0.053411009859864536,0.05617307717188963,7.555289886666958
0.106993408203125,2.028542945236368,10.166097571757188,755.5248949368086,0.007761978661734321,0.01058888977817817,7.639267674491596
0.117047119140625,1.7598360180825834,9.553765553599689,752.2888058024859,0.05928442694747967,0.03214011389429701,7.706692801426213
0.127102294921875,1.4671713516305904,8.970685531246076,753.3161179348825,0.04756457337877837,0.024402550135714476,7.749736405348582
0.13715625,1.144703161740954,8.432442954504495,752.4731538668276,0.05822918788036983,0.010358140350291426,7.760425629342931
0.147211181640625,0.7952700630735987,7.956352316667821,749.9321387979601,0.029099047082102755,0.021231091135969625,7.735975724899299
0.157265380859375,0.41575380559577507,7.5523159340718315,753.7433258976255,0.0133463227710613,0.009060090061387643,7.670929220415671
0.167320556640625,0.0074192279055917965,7.232102274704399,754.6710605509578,0.03104109862705589,0.016964601439280986,7.566637928735605
0.17737451171875,-0.4308579923007718,6.996682497117505,757.8016226084104,0.031691856878211466,0.0065064250686517,7.422726290805534
0.18742919921875,-0.8986923088714394,6.850839712653265,752.9644653908908,0.047634904356181895,0.030559564238678425,7.238002622186784
0.197484375,-1.396550493902026,6.791078901517548,752.350314802357,0.0377212232784365,0.02997259458504254,7.014846004637427
0.207538330078125,-1.9175465243056222,6.811719242143146,749.2617578000894,0.03922418310220268,0.006235491467580773,6.7580178154452
0.21759326171875,-2.460805178315142,6.904549323913295,748.826631951545,0.04027282125849892,-0.0003215558596009308,6.471457346088616
0.227647216796875,-3.021986696927902,7.057849781640054,753.0156856126019,0.02730567445269252,-0.00033874718413504106,6.158455519691366
0.237702392578125,-3.5948779557985153,7.259104207158462,757.5065136104821,0.03347674187531697,0.02437567522308186,5.824851771213875
0.247756591796875,-4.176916322848908,7.491192455512872,758.0978052179728,0.02664556439307039,0.010440683386060879,5.473522185953753
