time,seconds_elapsed,yaw,qx,qz,roll,qw,qy,pitch
1727317818379557400,0.026557373046875,2.255716568233541,0.4593448787465207,-0.7692722850544278,0.9365744128966647,-0.43797743369777814,-0.0734725351918094,-0.2935211984857853
1727317818389611300,0.036611328125,2.2555695205675756,0.45909052753843116,-0.769388432921363,0.9359253445130434,-0.4380586589170361,-0.07336225958837067,-0.2935257966157904
1727317818399666400,0.04666650390625,2.255556114845145,0.4591169621817909,-0.7693564414841675,0.9359047614883702,-0.43810254313323754,-0.0732705544572599,-0.29374441136697454
1727317818409720300,0.05672021484375,2.2556423261204364,0.45923770001561937,-0.7693023962751135,0.9361913806241742,-0.4380668190706487,-0.07329457629955591,-0.29379031713422216
1727317818419775200,0.066775146484375,2.2557552622243415,0.45940854448054014,-0.7692264613973325,0.9366168237261159,-0.4380111555149973,-0.07335386350585726,-0.29380960209813173
1727317818429829400,0.076829345703125,2.2558307027408016,0.4594875423267235,-0.7692062165481311,0.9368759929853038,-0.4379470550352663,-0.07345406960900573,-0.2936624064345156
1727317818439884500,0.086884521484375,2.25581062609231,0.459434799505714,-0.7692389142514939,0.93678278129741,-0.4379405654810436,-0.07348014933686364,-0.2935609790111245
1727317818449938200,0.096938232421875,2.255682412622442,0.45922137956203457,-0.769348299186016,0.9363296276831303,-0.43796903716044505,-0.07349950823098197,-0.29334510704715216
1727317818459993300,0.106993408203125,2.2556178693087428,0.4591110030451652,-0.769401874250011,0.9360716694028074,-0.4379937434560834,-0.073480575139937,-0.29329001579700276
1727317818470047200,0.117047119140625,2.255490091642163,0.4589459632626346,-0.7694662742673591,0.9356321636124917,-0.4380685029606508,-0.07339103598970716,-0.29334473147740175
1727317818480102400,0.127102294921875,2.2556492892242743,0.45914205456176344,-0.7693859724037295,0.9361150468691729,-0.437994408503212,-0.0734486624110492,-0.29337280695146556
1727317818490156300,0.13715625,2.255822263619034,0.4593521733870571,-0.7693121848293342,0.9367141923894567,-0.43787673281274797,-0.07360934764242096,-0.2932052077188946
1727317818500211200,0.147211181640625,2.2558628504985156,0.4593734534210991,-0.7693245861458379,0.9368726300179714,-0.43781035379662353,-0.07374136749321694,-0.29294688539547603
1727317818510265300,0.157265380859375,2.25597897369152,0.45956978547317484,-0.7692203825523292,0.9372678041510066,-0.4377948941123333,-0.0736973749360565,-0.29319835902505165
1727317818520320500,0.167320556640625,2.2557668367411114,0.45928382475144985,-0.7693435384989624,0.936568889518897,-0.4378920854974963,-0.07361723292267368,-0.29313991907323617
1727317818530374400,0.17737451171875,2.2558273987061113,0.4594016646437931,-0.7692704624813833,0.9367491245895847,-0.4379125317780624,-0.07352290026736298,-0.2934301964947799
1727317818540429300,0.18742919921875,2.255688020606797,0.4592087736482912,-0.7693537674864525,0.9362727633505622,-0.43797877657800854,-0.07346231841884122,-0.29340185493187404
1727317818550484500,0.197484375,2.255769908075468,0.45930254850096,-0.7693141257949953,0.9364850778288282,-0.43794940243106234,-0.07346643517316723,-0.29345894484437735
1727317818560538400,0.207538330078125,2.255771955509435,0.4593117356539901,-0.7693097978362662,0.9365131464819633,-0.43794583390308006,-0.0734764418009524,-0.29344850704282327
1727317818570593300,0.21759326171875,2.255823500733183,0.45936446785482943,-0.7692988199823745,0.9367020144839999,-0.43789515951613694,-0.07356252553157479,-0.2933114474164328
1727317818580647200,0.227647216796875,2.255857127643993,0.4594440464424048,-0.7692563339341871,0.9368843981515073,-0.4378844317774654,-0.07357351710798768,-0.2933628184132328
1727317818590702300,0.237702392578125,2.2558021571985414,0.45937207654792667,-0.7692881487985839,0.9367170798360738,-0.43790560937849254,-0.07356400818716842,-0.29332769453049246
1727317818600756500,0.247756591796875,2.2557803956278737,0.4593353492692168,-0.7693070075186375,0.9366387864096126,-0.4379105305964535,-0.07356691839097446,-0.29329124013599855
1727317818610811100,0.25781103515625,2.2557224830952514,0.45923477087181436,-0.7693591414130975,0.9364251073481065,-0.43792290338509066,-0.07357555657760047,-0.29318919710888974
1727317818620865300,0.267865234375,2.255756973427257,0.4592779582704023,-0.7693383773328712,0.9365111984786589,-0.43791603397258133,-0.07356369730012309,-0.2932443705782827
1727317818630920400,0.27792041015625,2.2557574211536124,0.4592933724671405,-0.7693267653607806,0.9365333552274431,-0.4379226557175802,-0.0735505882992121,-0.2932876812804097
1727317818640974300,0.287974365234375,2.255791475000161,0.45933114476756215,-0.7693118149501033,0.9366240193328984,-0.4379080420530664,-0.07355834624456947,-0.29329804413942234
1727317818651029200,0.298029296875,2.255814695622765,0.4593667213297071,-0.7692975832270648,0.9367240050620158,-0.43789141234436785,-0.07358456628221272,-0.29327467835269555
1727317818661083100,0.308083251953125,2.2558069185931084,0.4593480233121234,-0.769309073544365,0.9366919298162473,-0.43788879481306064,-0.07359513535586336,-0.29323630730458633
1727317818671138300,0.31813818359375,2.255770369487938,0.4592983610140716,-0.7693302823650318,0.9365688767010337,-0.4379062991123139,-0.07357914005600016,-0.2932301190228969
1727317818681192400,0.3281923828125,2.2557408569526984,0.4592399122663994,-0.7693596404396053,0.9364306682849707,-0.4379181875075852,-0.07356652025643458,-0.29320382386661087
1727317818691247000,0.3382470703125,2.255755690336437,0.4592627509231265,-0.7693451001753846,0.9364571641511042,-0.43792477412931063,-0.07353753506628934,-0.2932798612511077
1727317818701301200,0.34830126953125,2.2557533483920897,0.45925327795328125,-0.7693540421477619,0.9364595635598296,-0.4379143662848145,-0.07356530098793754,-0.293215205761083
1727317818711356400,0.3583564453125,2.255807205923131,0.4593091680147983,-0.769333698961248,0.9366001540821206,-0.43788824600956433,-0.0735841796432359,-0.29321405744229523
1727317818721410300,0.368410400390625,2.2558352238813364,0.45932880490547723,-0.7693319444017426,0.9366709280687406,-0.4378654801309769,-0.07361556482382137,-0.293160001187327
1727317818731465200,0.37846533203125,2.255844590147522,0.4593200711497728,-0.7693401765330863,0.9366526896046445,-0.4378602797072741,-0.07361477320306659,-0.29314702800411857
1727317818741519000,0.38851904296875,2.2558265019208554,0.459295500342602,-0.7693535289287722,0.9366116726647248,-0.437859913515652,-0.07363099184552739,-0.2930960797389126
